permutation_id,mean_mismatch_cosine_similarity
759,0.198911
760,0.223349
761,0.202609
762,0.246612
763,0.179200
764,0.240324
765,0.202954
766,0.183220
767,0.195749
768,0.155181
769,0.175616
770,0.190712
771,0.192581
772,0.226483
773,0.228238
774,0.253402
775,0.203951
776,0.186395
777,0.192898
778,0.199314
779,0.271367
780,0.169768
781,0.171143
782,0.216543
783,0.217939
784,0.160038
785,0.225249
786,0.222595
787,0.240510
788,0.185352
789,0.258009
790,0.211068
791,0.246297
792,0.202962
793,0.207331
794,0.172834
795,0.223852
796,0.225902
797,0.191976
798,0.191871
799,0.224763
800,0.259099
801,0.244198
802,0.206527
803,0.198827
804,0.181300
805,0.194645
806,0.211862
807,0.259552
808,0.199335
809,0.244299
810,0.221520
811,0.203307
812,0.217275
813,0.194808
814,0.232733
815,0.213157
816,0.223438
817,0.294028
818,0.209449
819,0.205798
820,0.212899
821,0.184353
822,0.226699
823,0.234430
824,0.211264
825,0.195519
826,0.225773
827,0.194043
828,0.218021
829,0.154205
830,0.166882
831,0.163536
832,0.202310
833,0.203195
834,0.192774
835,0.181018
836,0.202464
837,0.207750
838,0.187089
839,0.190639
840,0.204293
841,0.183911
842,0.158347
843,0.219309
844,0.203137
845,0.218587
846,0.171624
847,0.183984
848,0.204189
849,0.171119
850,0.197023
851,0.152545
852,0.250295
853,0.200100
854,0.194538
855,0.177842
856,0.241695
857,0.217009
858,0.233442
859,0.203173
860,0.201533
861,0.225426
862,0.201885
863,0.208404
864,0.148553
865,0.209796
866,0.233858
867,0.194166
868,0.199541
869,0.233417
870,0.235916
871,0.210937
872,0.177858
873,0.164999
874,0.234756
875,0.191295
876,0.214336
877,0.183883
878,0.264151
879,0.218017
880,0.188696
881,0.158742
882,0.175399
883,0.211087
884,0.173828
885,0.242668
886,0.187043
887,0.170726
888,0.184212
889,0.224829
890,0.194275
891,0.239158
892,0.211094
893,0.202494
894,0.215589
895,0.173284
896,0.198171
897,0.249516
898,0.205736
899,0.228426
900,0.204754
901,0.193199
902,0.163874
903,0.207425
904,0.230144
905,0.206121
906,0.213952
907,0.236288
908,0.197683
909,0.188421
910,0.163619
911,0.168554
912,0.226025
913,0.168784
914,0.215558
915,0.204636
916,0.215693
917,0.207402
918,0.214871
919,0.202405
920,0.217682
921,0.194006
922,0.189138
923,0.177108
924,0.166094
925,0.232396
926,0.218594
927,0.258630
928,0.218419
929,0.210223
930,0.249136
931,0.206951
932,0.210735
933,0.238953
934,0.202323
935,0.198276
936,0.217895
937,0.193569
938,0.203459
939,0.245024
940,0.212442
941,0.206646
942,0.192940
943,0.184280
944,0.214459
945,0.234750
946,0.214780
947,0.209661
948,0.236909
949,0.211175
950,0.200687
951,0.237810
952,0.238027
953,0.273485
954,0.283534
955,0.232560
956,0.222295
957,0.179571
958,0.243846
959,0.195182
960,0.217767
961,0.209790
962,0.203077
963,0.211709
964,0.212580
965,0.200725
966,0.229357
967,0.196055
968,0.206079
969,0.248416
970,0.210787
971,0.207201
972,0.218341
973,0.250740
974,0.258524
975,0.184769
976,0.183828
977,0.227779
978,0.205149
979,0.191516
980,0.177618
981,0.190277
982,0.178445
983,0.179414
984,0.205658
985,0.223320
986,0.247272
987,0.240169
988,0.212696
989,0.207185
990,0.230334
991,0.222707
992,0.223447
993,0.209298
994,0.208312
995,0.221795
996,0.230582
997,0.230332
998,0.197077
999,0.247563
1000,0.284845
1001,0.196734
1002,0.168939
1003,0.239837
1004,0.206625
1005,0.186146
1006,0.219170
1007,0.228169
1008,0.171597
1009,0.202653
1010,0.206823
1011,0.218714
1012,0.180853
1013,0.257861
1014,0.246388
1015,0.185451
1016,0.232084
1017,0.208730
1018,0.202923
1019,0.194181
1020,0.189326
1021,0.245135
1022,0.233650
1023,0.183638
1024,0.249922
1025,0.222203
1026,0.224114
1027,0.220527
1028,0.204336
1029,0.271613
1030,0.198466
1031,0.220046
1032,0.218193
1033,0.203772
1034,0.202528
1035,0.182565
1036,0.186424
1037,0.182032
1038,0.205515
1039,0.278161
1040,0.240859
1041,0.191902
1042,0.192920
1043,0.224318
1044,0.185028
1045,0.180929
1046,0.241526
1047,0.218314
1048,0.176967
1049,0.166664
1050,0.190791
1051,0.271942
1052,0.168616
1053,0.196752
1054,0.195969
1055,0.188172
1056,0.207398
1057,0.188654
1058,0.200328
1059,0.199194
1060,0.189917
1061,0.199424
1062,0.196889
1063,0.193612
1064,0.212993
1065,0.206011
1066,0.168820
1067,0.186933
1068,0.225382
1069,0.193140
1070,0.183729
1071,0.210746
1072,0.203025
1073,0.276814
1074,0.219942
1075,0.216364
1076,0.178411
1077,0.199156
1078,0.145966
1079,0.209992
1080,0.254930
1081,0.194840
1082,0.219305
1083,0.195267
1084,0.296624
1085,0.215205
1086,0.159681
1087,0.171487
1088,0.166810
1089,0.214233
1090,0.192794
1091,0.236621
1092,0.214301
1093,0.170988
1094,0.176431
1095,0.187141
1096,0.212523
1097,0.261956
1098,0.199452
1099,0.251234
1100,0.200854
1101,0.198142
1102,0.183792
1103,0.197106
1104,0.243154
1105,0.176861
1106,0.214991
1107,0.210607
1108,0.212046
1109,0.231966
1110,0.208107
1111,0.168846
1112,0.237189
1113,0.201953
1114,0.177299
1115,0.217891
1116,0.186683
1117,0.210811
1118,0.189023
1119,0.178399
1120,0.182970
1121,0.219224
1122,0.181060
1123,0.189582
1124,0.174119
1125,0.245377
1126,0.165512
1127,0.200587
1128,0.269163
1129,0.276500
1130,0.253994
1131,0.179772
1132,0.210316
1133,0.229378
1134,0.235648
1135,0.189830
1136,0.172202
1137,0.180722
1138,0.200149
1139,0.255258
1140,0.233491
1141,0.169147
1142,0.268239
1143,0.235383
1144,0.167530
1145,0.209872
1146,0.211512
1147,0.226507
1148,0.232348
1149,0.209160
1150,0.174512
1151,0.201197
1152,0.195190
1153,0.198669
1154,0.202201
1155,0.216553
1156,0.226571
1157,0.194409
1158,0.201431
1159,0.166378
1160,0.208867
1161,0.238157
1162,0.243592
1163,0.261661
1164,0.167896
1165,0.226615
1166,0.238741
1167,0.196970
1168,0.222885
1169,0.178450
1170,0.232666
1171,0.200064
1172,0.179844
1173,0.203265
1174,0.257531
1175,0.195250
1176,0.220233
1177,0.227891
1178,0.200811
1179,0.180475
1180,0.185556
1181,0.196143
1182,0.195407
1183,0.211234
1184,0.211739
1185,0.181061
1186,0.217931
1187,0.179077
1188,0.198949
1189,0.249082
1190,0.212849
1191,0.193593
1192,0.174051
1193,0.190694
1194,0.276901
1195,0.217111
1196,0.231303
1197,0.168822
1198,0.224587
1199,0.230341
1200,0.224226
1201,0.253077
1202,0.184289
1203,0.245440
1204,0.221378
1205,0.182725
1206,0.222396
1207,0.179341
1208,0.193531
1209,0.231934
1210,0.260065
1211,0.175800
1212,0.169403
1213,0.205638
1214,0.191323
1215,0.214165
1216,0.241943
1217,0.184604
1218,0.224837
1219,0.251357
1220,0.226012
1221,0.178933
1222,0.178270
1223,0.210664
1224,0.187741
1225,0.182818
1226,0.221115
1227,0.193768
1228,0.164189
1229,0.160114
1230,0.208396
1231,0.221565
1232,0.178923
1233,0.169138
1234,0.227698
1235,0.222842
1236,0.213689
1237,0.210970
1238,0.234274
1239,0.184303
1240,0.156778
1241,0.233218
1242,0.198805
1243,0.215181
1244,0.263640
1245,0.230931
1246,0.211564
1247,0.251097
1248,0.202951
1249,0.224536
1250,0.179437
1251,0.198054
1252,0.198894
1253,0.209423
1254,0.183960
1255,0.176128
1256,0.193722
1257,0.220463
1258,0.199122
1259,0.214954
1260,0.257520
1261,0.148180
1262,0.261539
1263,0.186216
1264,0.215587
1265,0.195301
1266,0.195620
1267,0.163486
1268,0.189003
1269,0.181163
1270,0.187576
1271,0.200606
1272,0.170335
1273,0.176191
1274,0.175596
1275,0.204251
1276,0.183845
1277,0.185060
1278,0.233216
1279,0.185928
1280,0.203228
1281,0.231194
1282,0.236492
1283,0.185888
1284,0.175998
1285,0.286193
1286,0.202956
1287,0.197726
1288,0.161751
1289,0.184351
1290,0.156584
1291,0.196405
1292,0.226276
1293,0.160596
1294,0.215119
1295,0.181740
1296,0.209398
1297,0.174252
1298,0.215724
1299,0.201487
1300,0.283088
1301,0.215684
1302,0.187927
1303,0.256985
1304,0.208374
1305,0.195683
1306,0.160346
1307,0.197290
1308,0.220000
1309,0.220701
1310,0.194225
1311,0.165819
1312,0.187678
1313,0.211766
1314,0.205541
1315,0.174870
1316,0.204336
1317,0.182626
1318,0.211082
1319,0.194788
1320,0.172788
1321,0.172567
1322,0.182108
1323,0.229982
1324,0.226953
1325,0.192770
1326,0.154329
1327,0.196206
1328,0.210583
1329,0.188776
1330,0.252682
1331,0.200857
1332,0.231953
1333,0.171064
1334,0.196100
1335,0.192489
1336,0.179230
1337,0.211414
1338,0.209117
1339,0.201302
1340,0.183385
1341,0.241121
1342,0.200083
1343,0.200569
1344,0.205351
1345,0.218201
1346,0.248529
1347,0.217784
1348,0.199382
1349,0.209897
1350,0.217293
1351,0.183614
1352,0.222757
1353,0.207195
1354,0.239778
1355,0.202106
1356,0.201785
1357,0.175326
1358,0.245698
1359,0.205448
1360,0.225809
1361,0.166798
1362,0.187798
1363,0.225592
1364,0.186122
1365,0.217504
1366,0.218660
1367,0.244789
1368,0.246208
1369,0.227370
1370,0.215322
1371,0.180895
1372,0.212871
1373,0.212148
1374,0.197672
1375,0.240215
1376,0.224342
1377,0.173008
1378,0.203334
1379,0.239202
1380,0.185933
1381,0.241838
1382,0.188921
1383,0.157653
1384,0.172592
1385,0.214085
1386,0.203269
1387,0.216252
1388,0.173272
1389,0.169693
1390,0.182234
1391,0.197727
1392,0.172314
1393,0.181012
1394,0.218834
1395,0.180063
1396,0.202466
1397,0.257609
1398,0.185240
1399,0.187912
1400,0.208521
1401,0.225330
1402,0.235184
1403,0.203277
1404,0.212115
1405,0.195544
1406,0.172212
1407,0.172701
1408,0.207708
1409,0.225026
1410,0.167273
1411,0.165936
1412,0.195714
1413,0.202204
1414,0.196302
1415,0.215787
1416,0.190067
1417,0.180357
1418,0.249756
1419,0.216989
1420,0.245104
1421,0.212253
1422,0.211785
1423,0.189951
1424,0.173583
1425,0.196370
1426,0.196735
1427,0.186955
1428,0.244965
1429,0.160869
1430,0.221636
1431,0.218389
1432,0.194462
1433,0.189556
1434,0.208429
1435,0.201307
1436,0.191626
1437,0.212514
1438,0.195367
1439,0.218867
1440,0.186609
1441,0.198740
1442,0.253331
1443,0.245129
1444,0.205295
1445,0.246749
1446,0.195404
1447,0.262617
1448,0.221238
1449,0.173321
1450,0.187833
1451,0.231426
1452,0.251311
1453,0.250933
1454,0.191449
1455,0.268019
1456,0.222268
1457,0.185236
1458,0.221316
1459,0.197436
1460,0.162185
1461,0.199088
1462,0.211356
1463,0.177166
1464,0.196155
1465,0.191472
1466,0.214968
1467,0.244141
1468,0.167045
1469,0.208103
1470,0.174318
1471,0.210870
1472,0.241139
1473,0.218217
1474,0.197868
1475,0.231001
1476,0.216925
1477,0.241847
1478,0.213522
1479,0.228951
1480,0.206400
1481,0.241547
1482,0.178248
1483,0.164474
1484,0.217084
1485,0.246021
1486,0.230600
1487,0.209687
1488,0.190092
1489,0.200614
1490,0.234853
1491,0.240381
1492,0.257544
1493,0.179723
1494,0.217450
1495,0.208687
1496,0.172373
1497,0.175602
1498,0.192081
1499,0.209148
1500,0.178705
1501,0.220517
1502,0.210876
1503,0.208155
1504,0.206081
1505,0.235774
1506,0.186863
1507,0.236236
1508,0.170262
1509,0.195652
1510,0.225252
1511,0.179659
1512,0.201115
1513,0.231275
1514,0.194505
1515,0.196404
1516,0.200969
1517,0.208086
1518,0.216954
1519,0.233919
1520,0.215619
1521,0.179748
1522,0.264509
1523,0.176900
1524,0.179673
1525,0.204308
1526,0.178519
1527,0.243955
1528,0.187216
1529,0.170872
1530,0.164195
1531,0.236908
1532,0.177961
1533,0.197532
1534,0.229199
1535,0.255523
1536,0.208368
1537,0.268042
1538,0.199250
1539,0.165546
1540,0.201084
1541,0.199971
1542,0.252730
1543,0.219435
1544,0.172354
1545,0.184860
1546,0.173518
1547,0.189078
1548,0.167966
1549,0.209585
1550,0.192330
1551,0.184882
1552,0.173283
1553,0.193166
1554,0.177606
1555,0.205606
1556,0.236352
1557,0.211303
1558,0.188393
1559,0.176214
1560,0.211415
1561,0.236873
1562,0.205186
1563,0.204260
1564,0.165357
1565,0.194594
1566,0.211278
1567,0.208706
1568,0.197048
1569,0.210449
1570,0.240737
1571,0.211469
1572,0.188042
1573,0.201598
1574,0.179905
1575,0.199984
1576,0.203929
1577,0.209581
1578,0.202265
1579,0.212258
1580,0.188949
1581,0.190148
1582,0.152696
1583,0.211261
1584,0.206015
1585,0.168352
1586,0.182986
1587,0.168468
1588,0.228988
1589,0.218264
1590,0.204674
1591,0.163152
1592,0.176033
1593,0.231120
1594,0.219495
1595,0.179000
1596,0.227573
1597,0.208360
1598,0.212319
1599,0.204369
1600,0.195030
1601,0.236528
1602,0.279012
1603,0.192720
1604,0.180478
1605,0.181261
1606,0.175550
1607,0.232614
1608,0.182115
1609,0.177717
1610,0.211325
1611,0.184141
1612,0.224945
1613,0.241780
1614,0.230964
1615,0.169535
1616,0.168357
1617,0.173434
1618,0.192941
1619,0.250389
1620,0.184415
1621,0.214298
1622,0.195308
1623,0.180194
1624,0.155167
1625,0.158342
1626,0.230710
1627,0.217734
1628,0.165814
1629,0.226421
1630,0.192199
1631,0.215964
1632,0.210795
1633,0.202129
1634,0.147806
1635,0.215574
1636,0.195528
1637,0.216023
1638,0.190556
1639,0.194706
1640,0.153048
1641,0.187078
1642,0.165700
1643,0.199971
1644,0.225054
1645,0.196771
1646,0.167135
1647,0.192319
1648,0.166409
1649,0.209284
1650,0.178852
1651,0.251187
1652,0.179494
1653,0.277532
1654,0.197499
1655,0.247206
1656,0.176627
1657,0.171443
1658,0.188607
1659,0.213683
1660,0.208727
1661,0.263149
1662,0.231795
1663,0.247218
1664,0.225708
1665,0.216413
1666,0.208445
1667,0.178986
1668,0.245204
1669,0.247691
1670,0.247325
1671,0.182496
1672,0.188636
1673,0.191883
1674,0.198611
1675,0.204088
1676,0.244184
1677,0.189720
1678,0.162264
1679,0.194221
1680,0.197993
1681,0.206326
1682,0.237218
1683,0.237062
1684,0.183965
1685,0.201727
1686,0.165429
1687,0.205974
1688,0.237266
1689,0.206272
1690,0.211431
1691,0.183855
1692,0.189857
1693,0.196700
1694,0.190244
1695,0.229900
1696,0.211433
1697,0.207312
1698,0.227395
1699,0.212911
1700,0.219676
1701,0.214158
1702,0.196433
1703,0.171344
1704,0.209769
1705,0.215674
1706,0.173142
1707,0.201922
1708,0.249882
1709,0.235848
1710,0.199300
1711,0.262126
1712,0.241972
1713,0.165607
1714,0.181054
1715,0.222664
1716,0.177715
1717,0.282827
1718,0.169502
1719,0.208715
1720,0.205417
1721,0.170941
1722,0.201116
1723,0.223652
1724,0.214531
1725,0.182916
1726,0.229880
1727,0.200848
1728,0.170235
1729,0.209298
1730,0.172687
1731,0.236339
1732,0.225600
1733,0.219954
1734,0.245311
1735,0.269625
1736,0.191186
1737,0.205502
1738,0.208690
1739,0.234454
1740,0.187198
1741,0.209972
1742,0.187705
1743,0.223206
1744,0.218611
1745,0.186064
1746,0.195517
1747,0.165791
1748,0.197988
1749,0.220519
1750,0.174884
1751,0.202454
1752,0.227031
1753,0.204714
1754,0.213368
1755,0.221670
1756,0.200374
1757,0.242187
1758,0.184969
1759,0.200046
1760,0.253375
1761,0.232944
1762,0.195632
1763,0.193818
1764,0.187636
1765,0.208165
1766,0.175686
1767,0.174217
1768,0.247891
1769,0.155965
1770,0.183349
1771,0.247898
1772,0.178896
1773,0.216881
1774,0.220286
1775,0.228392
1776,0.172677
1777,0.186268
1778,0.167731
1779,0.210941
1780,0.271841
1781,0.166805
1782,0.182327
1783,0.191536
1784,0.207437
1785,0.203126
1786,0.176538
1787,0.184290
1788,0.230914
1789,0.211252
1790,0.200726
1791,0.229987
1792,0.197964
1793,0.226893
1794,0.185284
1795,0.183431
1796,0.194937
1797,0.208193
1798,0.201801
1799,0.215025
1800,0.214336
1801,0.153000
1802,0.259660
1803,0.217688
1804,0.232794
1805,0.219953
1806,0.216349
1807,0.222486
1808,0.234975
1809,0.173303
1810,0.229031
1811,0.164895
1812,0.198165
1813,0.243356
1814,0.229507
1815,0.170975
1816,0.143276
1817,0.234758
1818,0.186426
1819,0.220964
1820,0.166131
1821,0.190442
1822,0.220802
1823,0.253073
1824,0.217872
1825,0.211430
1826,0.164253
1827,0.209665
1828,0.180068
1829,0.214512
1830,0.185700
1831,0.177309
1832,0.204124
1833,0.227717
1834,0.199818
1835,0.238538
1836,0.171351
1837,0.199382
1838,0.204948
1839,0.198783
1840,0.210203
1841,0.193353
1842,0.198390
1843,0.219261
1844,0.215489
1845,0.229800
1846,0.241442
1847,0.246283
1848,0.159998
1849,0.211426
1850,0.222979
1851,0.241377
1852,0.171024
1853,0.221925
1854,0.219517
1855,0.185818
1856,0.220391
1857,0.218723
1858,0.220084
1859,0.205706
1860,0.215059
1861,0.170483
1862,0.179861
1863,0.194620
1864,0.194866
1865,0.255105
1866,0.183243
1867,0.171638
1868,0.237583
1869,0.190387
